,pdbchain,all_len,Recovery rate,Aligned len,Protein length,recTM-score,recRMSD
3680,5oar_B,497,0.2857142857142857,1.0,500,0.98128,1.12
498,5tsh_B,376,0.32180851063829785,1.0,400,0.97685,1.13
2302,6f74_A,572,0.3479020979020979,1.0,600,0.98268,1.13
347,6f74_C,571,0.3345008756567426,1.0,600,0.98251,1.13
4134,2gtl_O,215,0.20465116279069767,1.0,200,0.96179,1.13
2303,4i6v_B,430,0.3372093023255814,1.0,400,0.97817,1.13
1179,2ivd_B,449,0.33184855233853006,1.0,400,0.97895,1.13
1924,4dws_C,526,0.3041825095057034,1.0,500,0.98222,1.13
2259,4ine_B,428,0.308411214953271,1.0,400,0.97849,1.13
1152,6hc6_B,407,0.3415233415233415,1.0,400,0.97705,1.13
3840,3h0g_O,263,0.22813688212927757,1.0,300,0.96673,1.13
1538,6n6r_A,148,0.9459459459459459,1.0,100,0.94314,1.13
3476,3kae_A,225,0.29777777777777775,1.0,200,0.96163,1.13
1778,4aw7_A,565,0.2884955752212389,1.0,600,0.98248,1.13
2577,2bpa_1,426,0.23943661971830985,1.0,400,0.97857,1.13
1457,3gg9_A,342,0.3567251461988304,1.0,300,0.97317,1.13
478,3gas_B,247,0.27530364372469635,1.0,200,0.96529,1.13
934,5cee_A,387,0.3669250645994832,1.0,400,0.97757,1.13
2261,4yhc_A,439,0.32574031890660593,1.0,400,0.9783,1.14
386,4rgw_A,404,0.29207920792079206,1.0,400,0.97716,1.14
832,5dgq_A,578,0.26124567474048443,1.0,600,0.98256,1.14
3312,2jd4_B,375,0.3253333333333333,1.0,400,0.97503,1.14
3347,6z1r_A,486,0.30864197530864196,1.0,500,0.97964,1.14
876,6vm6_C,439,0.2824601366742597,1.0,400,0.97809,1.14
262,6lea_A,105,0.26666666666666666,1.0,100,0.92178,1.14
3410,3wxf_B,148,0.9459459459459459,1.0,100,0.9426,1.15
1810,6kko_B,168,0.21428571428571427,1.0,200,0.95289,1.15
150,1yud_D,158,0.2848101265822785,1.0,200,0.94732,1.15
2192,4fbw_A,379,0.3007915567282322,1.0,400,0.97546,1.15
841,1qo8_D,564,0.30851063829787234,1.0,600,0.98214,1.15
941,6f74_B,572,0.34615384615384615,1.0,600,0.98234,1.15
787,6axf_K,372,0.2956989247311828,1.0,400,0.97447,1.15
2133,3eph_A,402,0.2462686567164179,1.0,400,0.97581,1.16
956,3khx_B,425,0.26823529411764707,1.0,400,0.97712,1.16
2946,4tqu_Q,492,0.2784552845528455,1.0,500,0.97965,1.16
2026,4kri_B,425,0.3129411764705882,1.0,400,0.97698,1.16
1621,1yud_J,158,0.25316455696202533,1.0,200,0.95088,1.16
4052,2gfi_B,458,0.2663755458515284,1.0,500,0.97832,1.16
1201,4qoa_A,126,0.25396825396825395,1.0,100,0.9353,1.16
337,5lwe_A,275,0.22181818181818183,1.0,300,0.96633,1.16
2793,1hr6_B,439,0.2733485193621868,1.0,400,0.97765,1.16
4038,6rnq_A,245,0.30612244897959184,1.0,200,0.96314,1.16
1570,2iz1_B,471,0.27176220806794055,1.0,500,0.9792,1.16
1192,6qv5_A,289,0.2629757785467128,0.9965397923875432,300,0.96734,1.16
655,5wrr_B,438,0.271689497716895,1.0,400,0.97768,1.16
857,4a5p_A,283,0.24734982332155478,1.0,300,0.96777,1.17
2959,5ivl_B,413,0.31476997578692495,1.0,400,0.97697,1.17
4056,3a09_A,490,0.2755102040816326,1.0,500,0.97886,1.17
729,6qzo_B,361,0.3074792243767313,1.0,400,0.97344,1.17
1028,2xja_D,487,0.34496919917864477,1.0,500,0.97871,1.17
2896,6iww_C,420,0.3547619047619048,1.0,400,0.97667,1.17
3243,4hln_A,504,0.2916666666666667,1.0,500,0.97962,1.17
1237,1toc_U,119,0.2773109243697479,1.0,100,0.93102,1.17
2039,4ine_A,431,0.2900232018561485,1.0,400,0.97653,1.17
267,6ne6_A,327,0.3333333333333333,1.0,300,0.97352,1.17
1529,5yh3_A,438,0.2831050228310502,1.0,400,0.97739,1.17
1781,4ao9_A,433,0.3625866050808314,0.9930715935334873,400,0.97105,1.18
797,1toc_R,119,0.24369747899159663,1.0,100,0.92839,1.18
3152,3gg9_C,340,0.34411764705882353,1.0,300,0.97105,1.18
3909,5ivl_A,404,0.30445544554455445,1.0,400,0.97562,1.18
4063,4r0g_B,240,0.225,1.0,200,0.96389,1.18
1412,6t9k_B,181,0.17679558011049723,1.0,200,0.95085,1.18
3863,3q9d_A,175,0.22857142857142856,1.0,200,0.94948,1.18
2163,4u8u_s,213,0.22535211267605634,1.0,200,0.9567,1.18
2015,6lgi_B,570,0.32456140350877194,1.0,600,0.98108,1.18
4170,6i9a_B,453,0.26269315673289184,1.0,500,0.97738,1.18
2094,5mm2_C,249,0.23694779116465864,1.0,200,0.96949,1.18
544,5ylw_A,466,0.3261802575107296,1.0,500,0.97764,1.19
549,6q1h_A,240,0.2916666666666667,1.0,200,0.96578,1.19
693,5nmp_D,263,0.33079847908745247,1.0,300,0.96748,1.19
95,3e0z_A,107,0.3177570093457944,1.0,100,0.91848,1.19
809,4ylf_B,468,0.344017094017094,1.0,500,0.97767,1.19
3081,3w6p_B,342,0.3333333333333333,1.0,300,0.97159,1.19
589,6sln_D,482,0.2863070539419087,1.0,500,0.97867,1.19
1648,2v7q_C,472,0.2966101694915254,1.0,500,0.97753,1.19
3668,6kko_A,170,0.24705882352941178,1.0,200,0.95324,1.19
2937,5ik4_A,379,0.29815303430079154,1.0,400,0.97297,1.19
3500,2ppi_A,118,0.3050847457627119,1.0,100,0.92719,1.19
375,6g1d_C,310,0.31290322580645163,1.0,300,0.96785,1.19
663,6gs4_A,468,0.26495726495726496,1.0,500,0.97776,1.19
1915,2dka_B,461,0.3275488069414317,0.9978308026030369,500,0.97736,1.19
124,2jdi_A,487,0.3264887063655031,1.0,500,0.97828,1.19
4096,4kri_A,429,0.32400932400932403,1.0,400,0.97601,1.19
2118,2dka_A,519,0.3179190751445087,1.0,500,0.9799,1.19
1271,6jmq_B,451,0.34146341463414637,1.0,500,0.97825,1.2
519,5xon_C,263,0.2509505703422053,1.0,300,0.96561,1.2
1203,3zia_M,484,0.34710743801652894,1.0,500,0.97766,1.2
1524,6ojf_B,186,0.26881720430107525,1.0,200,0.95809,1.2
3454,4c3o_C,583,0.28130360205831906,1.0,600,0.98109,1.2
3616,3h7l_B,575,0.28,1.0,600,0.98039,1.2
2879,6axg_E,330,0.24848484848484848,1.0,300,0.96999,1.2
769,6qzo_D,361,0.33518005540166207,1.0,400,0.97189,1.2
659,5x2b_H,278,0.22661870503597123,0.9964028776978417,300,0.96192,1.2
3246,1h6d_F,381,0.31496062992125984,1.0,400,0.97571,1.2
1654,3wvo_A,543,0.31307550644567217,1.0,500,0.98003,1.2
3235,5dyr_A,139,0.2014388489208633,1.0,100,0.93321,1.2
1699,4ol8_E,381,0.2545931758530184,1.0,400,0.97237,1.2
6,1wyu_C,437,0.42105263157894735,1.0,400,0.9764,1.2
3388,4czu_A,297,0.36363636363636365,1.0,300,0.9738,1.2
3225,3qki_A,575,0.28,1.0,600,0.98063,1.2
2051,4yy8_A,373,0.2949061662198391,1.0,400,0.97305,1.2
2607,5gi4_B,227,0.32599118942731276,1.0,200,0.95866,1.21
4194,6mhl_A,561,0.3083778966131907,1.0,600,0.97999,1.21
3046,3o53_B,314,0.31528662420382164,1.0,300,0.96824,1.21
2016,1cd9_B,206,0.2524271844660194,1.0,200,0.95352,1.21
2021,5fx8_A,563,0.27175843694493784,1.0,600,0.98044,1.21
4074,4c5e_B,439,0.2847380410022779,1.0,400,0.97592,1.21
2882,6zqm_A,486,0.31893004115226337,1.0,500,0.9774,1.21
2115,5cx8_B,472,0.288135593220339,0.9978813559322034,500,0.97797,1.21
120,6o9n_B,613,0.3278955954323002,1.0,600,0.98151,1.21
924,5lwe_B,285,0.22105263157894736,1.0,300,0.96619,1.21
2634,4u09_A,392,0.45663265306122447,1.0,400,0.97308,1.21
4281,6fcg_E,393,0.2926208651399491,1.0,400,0.97952,1.21
3330,3wvo_C,540,0.3037037037037037,1.0,500,0.97928,1.21
1083,6mhl_B,561,0.27629233511586454,1.0,600,0.97988,1.21
4,4u8u_O,213,0.22535211267605634,1.0,200,0.95581,1.21
748,2qya_D,115,0.3739130434782609,1.0,100,0.93591,1.21
3801,6n7r_I,147,0.21768707482993196,1.0,100,0.94204,1.22
4218,1flg_B,582,0.32989690721649484,1.0,600,0.98048,1.22
2963,4k15_C,130,0.27692307692307694,1.0,100,0.93533,1.22
3883,5x90_D,171,0.2573099415204678,1.0,200,0.94618,1.22
2824,2ivd_A,449,0.311804008908686,1.0,400,0.97609,1.22
2212,1yud_H,158,0.3037974683544304,1.0,200,0.94194,1.22
3515,6axf_I,372,0.2849462365591398,1.0,400,0.97138,1.23
535,3a8r_B,167,0.20958083832335328,1.0,200,0.94193,1.23
1996,4u09_B,396,0.4595959595959596,1.0,400,0.97258,1.23
3745,1h6d_G,381,0.3228346456692913,1.0,400,0.97881,1.23
4201,2wss_L,481,0.2785862785862786,1.0,500,0.97643,1.23
2036,4c3o_A,583,0.2967409948542024,1.0,600,0.98009,1.23
2941,5nfo_B,318,0.3050314465408805,1.0,300,0.96873,1.23
940,6gdt_C,566,0.2597173144876325,1.0,600,0.97993,1.23
4178,2z0b_C,116,0.3103448275862069,1.0,100,0.91807,1.23
3106,1vdd_D,198,0.3484848484848485,1.0,200,0.95,1.23
1513,6g1d_B,312,0.30448717948717946,1.0,300,0.96788,1.23
2523,3q9d_B,175,0.26285714285714284,1.0,200,0.94576,1.23
3979,5nbh_C,194,0.26288659793814434,1.0,200,0.95124,1.23
3116,3kae_D,227,0.29955947136563876,1.0,200,0.95564,1.23
3854,3hjb_A,551,0.2867513611615245,1.0,600,0.97919,1.23
1861,4tqu_M,284,0.23943661971830985,0.9859154929577465,300,0.95229,1.23
3167,3q3e_B,596,0.27684563758389263,1.0,600,0.9802,1.23
4023,4ao9_B,433,0.3510392609699769,1.0,400,0.97733,1.23
2236,6qzo_A,361,0.31301939058171746,1.0,400,0.97048,1.24
2462,6lum_H,120,0.19166666666666668,1.0,100,0.9201,1.24
2926,6gn6_D,425,0.3129411764705882,1.0,400,0.97412,1.24
3699,4nnz_A,398,0.27386934673366836,1.0,400,0.97325,1.24
1418,1qo8_A,564,0.3067375886524823,1.0,600,0.97924,1.24
3288,6fcg_A,393,0.2900763358778626,0.9923664122137404,400,0.97356,1.24
2947,4it7_C,107,0.205607476635514,1.0,100,0.92538,1.24
468,2eez_D,343,0.37026239067055394,1.0,300,0.9692,1.24
1195,6j5i_B,481,0.28274428274428276,1.0,500,0.97614,1.24
1334,5ekc_F,482,0.31950207468879666,0.991701244813278,500,0.97607,1.24
1791,4jad_A,426,0.27230046948356806,1.0,400,0.97666,1.24
526,4c5e_A,440,0.2772727272727273,1.0,400,0.97439,1.24
2392,3hjb_C,551,0.29764065335753176,1.0,600,0.97939,1.24
4111,4kri_C,427,0.2927400468384075,1.0,400,0.97367,1.24
3238,6gxz_A,149,0.28187919463087246,1.0,100,0.94504,1.24
459,4mew_A,348,0.2988505747126437,0.9971264367816092,300,0.97045,1.24
2555,5elp_A,540,0.26851851851851855,1.0,500,0.97838,1.25
2972,4yn3_A,596,0.3070469798657718,1.0,600,0.97962,1.25
542,4yhc_B,410,0.3170731707317073,1.0,400,0.97498,1.25
2936,5a1s_D,434,0.3087557603686636,1.0,400,0.97454,1.25
3184,5dh0_B,279,0.36200716845878134,1.0,300,0.97551,1.25
937,2wss_C,484,0.2809917355371901,1.0,500,0.97568,1.25
2438,1elk_A,153,0.2875816993464052,1.0,200,0.95976,1.25
908,4na1_A,597,0.31155778894472363,1.0,600,0.97978,1.25
752,5nry_A,381,0.3123359580052493,1.0,400,0.97339,1.25
1309,3hbx_A,436,0.3119266055045872,1.0,400,0.97675,1.25
1563,3k2y_B,103,0.2621359223300971,1.0,100,0.91356,1.26
4263,6zqm_C,501,0.29740518962075846,1.0,500,0.97622,1.26
2056,4x82_B,217,0.2534562211981567,1.0,200,0.95226,1.26
2517,5elp_D,523,0.2734225621414914,1.0,500,0.97762,1.26
1762,4n7t_A,401,0.314214463840399,1.0,400,0.97165,1.26
945,2a65_A,510,0.3137254901960784,1.0,500,0.97957,1.26
1389,5yh3_B,438,0.2625570776255708,1.0,400,0.97508,1.26
3023,6xz6_C,213,0.3474178403755869,1.0,200,0.95351,1.26
882,4c3o_E,583,0.3053173241852487,1.0,600,0.97952,1.26
7,1twf_C,266,0.24812030075187969,1.0,300,0.96425,1.26
3504,4dws_A,526,0.31368821292775667,1.0,500,0.97866,1.26
3263,3keo_B,207,0.3188405797101449,1.0,200,0.95356,1.26
217,5fl7_C,485,0.29690721649484536,1.0,500,0.97597,1.26
730,2eez_A,343,0.3819241982507289,1.0,300,0.96771,1.26
2797,3w0l_D,577,0.28422876949740034,1.0,600,0.98068,1.26
2006,4ghk_D,400,0.3325,0.9975,400,0.97016,1.26
879,1ky9_B,396,0.3181818181818182,0.9974747474747475,400,0.97438,1.26
2139,3nqp_B,487,0.24845995893223818,1.0,500,0.97667,1.26
1419,3a32_A,465,0.3161290322580645,1.0,500,0.97455,1.27
202,6vm6_D,440,0.2590909090909091,1.0,400,0.97277,1.27
1344,3j26_K,508,0.24015748031496062,1.0,500,0.97684,1.27
3578,2yfr_A,533,0.32082551594746717,1.0,500,0.9791,1.27
2761,4yy8_B,377,0.3050397877984085,1.0,400,0.96939,1.27
1133,4dws_B,527,0.29601518026565465,1.0,500,0.97946,1.27
529,4ope_B,568,0.3485915492957746,1.0,600,0.97838,1.27
3769,5o9x_A,541,0.3290203327171904,1.0,500,0.97762,1.27
3108,3wvo_B,542,0.3081180811808118,1.0,500,0.9781,1.27
2702,3hht_A,200,0.355,1.0,200,0.95446,1.27
4272,6fqz_A,468,0.24358974358974358,1.0,500,0.97566,1.28
2615,2ga1_A,101,0.297029702970297,1.0,100,0.90141,1.28
3536,1ky9_A,311,0.36977491961414793,1.0,300,0.96595,1.28
2738,4lzh_A,278,0.3776978417266187,1.0,300,0.96043,1.28
3903,4gwg_A,467,0.2890792291220557,1.0,500,0.97475,1.29
3333,6axg_C,336,0.24404761904761904,1.0,300,0.96609,1.29
2108,2d6f_B,424,0.31839622641509435,1.0,400,0.97222,1.29
4107,5x7v_B,160,0.2375,1.0,200,0.9349,1.29
3830,6v0p_A,621,0.27053140096618356,1.0,600,0.97876,1.29
1493,1u8v_D,490,0.2857142857142857,1.0,500,0.97602,1.29
238,4ol8_A,390,0.28717948717948716,1.0,400,0.97009,1.29
3522,4bb9_A,595,0.3226890756302521,1.0,600,0.9786,1.29
2605,4ocv_A,355,0.28732394366197184,1.0,400,0.96691,1.29
1019,2o5h_B,118,0.2627118644067797,1.0,100,0.92307,1.29
1805,5kha_A,526,0.31749049429657794,1.0,500,0.97629,1.29
811,6jld_B,183,0.20765027322404372,1.0,200,0.94302,1.3
3095,2epl_X,614,0.26547231270358307,1.0,600,0.97853,1.3
1276,2gqf_A,401,0.3167082294264339,1.0,400,0.97039,1.3
874,3h7l_C,575,0.28347826086956524,1.0,600,0.97734,1.3
2320,1flg_A,582,0.28350515463917525,1.0,600,0.97836,1.3
3245,1q7e_A,412,0.308252427184466,1.0,400,0.97101,1.3
3879,4g2n_B,318,0.3490566037735849,1.0,300,0.96353,1.3
1337,3fwn_B,467,0.3233404710920771,1.0,500,0.97728,1.3
3013,5nbh_A,194,0.23711340206185566,1.0,200,0.94815,1.3
1223,1wyu_A,437,0.39816933638443935,1.0,400,0.97344,1.3
3351,6vm6_B,440,0.2636363636363636,1.0,400,0.97155,1.31
3733,1yud_F,158,0.310126582278481,1.0,200,0.93741,1.31
4225,5oe8_A,407,0.23832923832923833,1.0,400,0.9701,1.31
2613,6q1h_B,240,0.2791666666666667,1.0,200,0.96043,1.31
2912,5x7v_C,179,0.20670391061452514,1.0,200,0.94,1.31
99,2ch1_C,388,0.30927835051546393,0.9974226804123711,400,0.97776,1.31
4267,6njd_C,141,0.8368794326241135,1.0,100,0.93108,1.32
2849,5zm5_A,393,0.25699745547073793,1.0,400,0.97292,1.32
2663,3ogk_B,566,0.2703180212014134,1.0,600,0.97634,1.32
1866,2wss_A,510,0.28431372549019607,1.0,500,0.97428,1.32
2358,6rjr_B,501,0.29740518962075846,1.0,500,0.97466,1.32
4300,6ehd_A,322,0.2577639751552795,1.0,300,0.96733,1.32
3002,4ng7_A,290,0.30689655172413793,1.0,300,0.96127,1.32
1041,5xex_C,511,0.299412915851272,1.0,500,0.97433,1.32
1255,5xex_E,511,0.29354207436399216,1.0,500,0.97458,1.32
3516,2ch1_D,387,0.32558139534883723,0.9974160206718347,400,0.97682,1.32
3051,3oop_A,139,0.2589928057553957,1.0,100,0.9307,1.32
1423,6ro0_G,222,0.25225225225225223,1.0,200,0.9513,1.33
2073,4qvs_A,217,0.2857142857142857,1.0,200,0.94881,1.33
501,3hbx_F,436,0.3211009174311927,1.0,400,0.97457,1.33
3518,5elp_C,557,0.2513464991023339,1.0,600,0.97639,1.33
2168,4nnz_B,397,0.27204030226700254,1.0,400,0.97309,1.33
3342,5xex_F,513,0.30994152046783624,1.0,500,0.97424,1.33
23,6f5j_A,252,0.2222222222222222,1.0,300,0.95593,1.33
15,3hbx_B,436,0.30963302752293576,1.0,400,0.97492,1.33
2901,4czu_B,287,0.3623693379790941,0.9616724738675958,300,0.9222,1.34
60,6ppd_b,321,0.2336448598130841,1.0,300,0.96337,1.34
545,3hbx_E,435,0.31264367816091954,1.0,400,0.97398,1.34
2704,1wyu_G,437,0.41876430205949655,1.0,400,0.9713,1.34
3069,3j26_M,508,0.2283464566929134,1.0,500,0.97428,1.34
3204,5ekc_H,485,0.3237113402061856,1.0,500,0.98281,1.34
1603,2eez_E,343,0.3877551020408163,1.0,300,0.96361,1.34
3795,1eje_A,192,0.3072916666666667,1.0,200,0.95129,1.34
3580,3gg9_B,342,0.3362573099415205,1.0,300,0.96391,1.34
795,7khs_B,430,0.313953488372093,1.0,400,0.97675,1.34
2765,2ch1_B,388,0.31443298969072164,0.9948453608247423,400,0.97358,1.34
1608,6gie_A,218,0.23853211009174313,1.0,200,0.9513,1.35
3641,3hjb_D,551,0.2958257713248639,1.0,600,0.97489,1.35
2132,6q1h_E,240,0.30833333333333335,1.0,200,0.95738,1.35
429,4krg_A,466,0.2854077253218884,1.0,500,0.97363,1.35
3655,3q3e_A,620,0.25806451612903225,1.0,600,0.97781,1.35
461,4u8u_d,213,0.22065727699530516,1.0,200,0.94509,1.35
2529,3hbx_D,435,0.31494252873563217,1.0,400,0.97354,1.35
3398,6wth_A,381,0.25196850393700787,1.0,400,0.9661,1.35
2404,7khs_C,427,0.3255269320843091,1.0,400,0.9763,1.35
2805,1djx_A,513,0.26120857699805067,1.0,500,0.97428,1.35
845,3msu_B,426,0.28169014084507044,1.0,400,0.97737,1.35
3613,3hjb_B,551,0.2813067150635209,1.0,600,0.97547,1.35
3416,6pph_b,321,0.24922118380062305,1.0,300,0.96466,1.35
4147,3gg9_D,342,0.3538011695906433,1.0,300,0.96378,1.35
3724,3las_A,166,0.30120481927710846,1.0,200,0.93627,1.35
1852,5nbh_B,194,0.25773195876288657,1.0,200,0.95042,1.35
627,6b82_A,465,0.28817204301075267,1.0,500,0.97213,1.36
1587,4ntw_A,410,0.2731707317073171,1.0,400,0.96819,1.36
3498,1wyu_E,437,0.41647597254004576,1.0,400,0.97115,1.36
3334,6axg_G,320,0.259375,1.0,300,0.9606,1.36
4182,4g56_C,602,0.28903654485049834,1.0,600,0.97609,1.36
170,3qki_C,574,0.27526132404181186,1.0,600,0.97597,1.36
2173,6tpo_A,523,0.32887189292543023,1.0,500,0.97315,1.36
2151,6z1r_C,501,0.28542914171656686,1.0,500,0.97254,1.36
1078,6i3v_B,173,0.1676300578034682,1.0,200,0.93174,1.36
2503,4na1_B,591,0.311336717428088,1.0,600,0.97609,1.37
4138,4rv8_A,326,0.36809815950920244,1.0,300,0.98016,1.37
2657,6lpw_B,436,0.34174311926605505,1.0,400,0.96973,1.37
2922,2z8g_A,549,0.25318761384335153,1.0,500,0.97468,1.37
2627,6lum_C,122,0.19672131147540983,1.0,100,0.91172,1.37
880,6bzb_A,547,0.2906764168190128,1.0,500,0.97432,1.37
1650,4k15_A,138,0.2463768115942029,1.0,100,0.92077,1.37
3829,3o53_A,316,0.3449367088607595,1.0,300,0.96348,1.37
2997,2rh0_B,132,0.20454545454545456,1.0,100,0.91204,1.37
1512,2w53_A,202,0.3118811881188119,1.0,200,0.93977,1.37
1961,1toc_S,119,0.2857142857142857,1.0,100,0.90367,1.37
48,6o9n_A,613,0.29853181076672103,1.0,600,0.97623,1.37
2011,4pht_B,442,0.27601809954751133,1.0,400,0.97009,1.37
1784,6vm6_E,432,0.2777777777777778,1.0,400,0.96958,1.38
816,4krg_B,466,0.28969957081545067,1.0,500,0.97219,1.38
3937,6djw_A,316,0.2848101265822785,1.0,300,0.96191,1.38
709,4oua_B,556,0.2607913669064748,1.0,600,0.9743,1.38
3168,3qki_B,575,0.2591304347826087,1.0,600,0.97508,1.38
285,5fm5_N,123,0.2926829268292683,1.0,100,0.91173,1.38
1461,6q1h_C,240,0.2916666666666667,1.0,200,0.95705,1.38
2067,5wzq_B,611,0.3027823240589198,1.0,600,0.9764,1.39
1555,1qks_A,559,0.3148479427549195,1.0,600,0.97356,1.39
391,3nqp_A,486,0.2551440329218107,1.0,500,0.97294,1.39
428,5xex_B,510,0.3,1.0,500,0.97199,1.39
623,3mkr_A,291,0.30584192439862545,1.0,300,0.96169,1.39
2572,3j26_A,508,0.22244094488188976,1.0,500,0.97484,1.39
1225,2eez_C,343,0.37026239067055394,1.0,300,0.9609,1.39
756,3ogk_P,566,0.2791519434628975,1.0,600,0.97457,1.39
2996,3h7l_A,576,0.2795138888888889,1.0,600,0.97417,1.39
2851,6rjr_C,500,0.286,1.0,500,0.97215,1.39
3432,4h5b_B,149,0.2550335570469799,0.9798657718120806,100,0.94046,1.4
557,3c4b_A,244,0.2581967213114754,1.0,200,0.94708,1.4
2785,4n7t_B,400,0.325,1.0,400,0.96516,1.4
290,6q1h_G,239,0.26778242677824265,1.0,200,0.95776,1.4
3005,2xu0_A,448,0.26785714285714285,1.0,400,0.97103,1.4
1197,2h12_E,426,0.28169014084507044,1.0,400,0.97173,1.4
1695,6q1h_F,240,0.25,1.0,200,0.95953,1.4
407,1h6d_D,382,0.32722513089005234,1.0,400,0.97154,1.4
4041,1nfd_C,202,0.28217821782178215,1.0,200,0.94691,1.4
4238,5x7v_D,172,0.23837209302325582,1.0,200,0.9283,1.41
1754,5hjm_A,349,0.3438395415472779,0.997134670487106,300,0.96176,1.41
629,6xz6_A,213,0.3568075117370892,1.0,200,0.94246,1.41
515,4rg8_A,467,0.3554603854389722,1.0,500,0.96869,1.41
1760,4xvk_A,630,0.29365079365079366,1.0,600,0.97638,1.41
3482,2z0v_A,223,0.21524663677130046,1.0,200,0.94635,1.41
3583,5ekc_D,484,0.31611570247933884,0.9979338842975206,500,0.97866,1.41
2779,2p4q_A,476,0.2815126050420168,1.0,500,0.97268,1.41
1429,4c5e_D,436,0.2706422018348624,1.0,400,0.96777,1.41
3360,4ope_D,560,0.3375,1.0,600,0.97314,1.41
3673,2jd4_A,375,0.31466666666666665,1.0,400,0.96596,1.41
3994,3gpv_B,117,0.1623931623931624,1.0,100,0.89949,1.42
1593,5a8w_A,543,0.31307550644567217,1.0,500,0.97543,1.42
4089,5z79_F,566,0.2667844522968198,1.0,600,0.97485,1.42
1820,4c5e_C,437,0.30434782608695654,1.0,400,0.96636,1.42
3517,3ml1_B,109,0.1926605504587156,1.0,100,0.89673,1.42
518,6n7p_I,192,0.21875,1.0,200,0.93697,1.43
3915,6g1d_A,315,0.30793650793650795,1.0,300,0.95577,1.43
2973,5a8w_D,544,0.2867647058823529,1.0,500,0.97296,1.43
231,2qik_A,269,0.2899628252788104,1.0,300,0.95017,1.43
3834,5ekc_C,483,0.3105590062111801,0.9979296066252588,500,0.97948,1.43
1983,2ch1_A,388,0.30927835051546393,1.0,400,0.97699,1.43
3270,3ujh_A,566,0.27208480565371024,1.0,600,0.9733,1.43
2183,1vdd_B,198,0.2828282828282828,1.0,200,0.93558,1.43
2294,3j26_E,508,0.23031496062992127,1.0,500,0.9724,1.43
4082,1m06_F,422,0.26303317535545023,1.0,400,0.96856,1.43
3634,6fcg_C,393,0.30279898218829515,1.0,400,0.97879,1.43
3717,5ekc_E,489,0.3210633946830266,1.0,500,0.98165,1.44
3920,1p9r_A,378,0.2804232804232804,1.0,400,0.96644,1.44
646,5ngd_D,403,0.29280397022332505,0.9975186104218362,400,0.96296,1.44
1635,3hpc_X,155,0.23870967741935484,1.0,200,0.93554,1.44
3290,4g2n_D,317,0.36908517350157727,1.0,300,0.95552,1.44
3815,6bzb_B,546,0.28205128205128205,1.0,500,0.97189,1.44
2789,1jvn_A,536,0.3414179104477612,1.0,500,0.97316,1.44
3722,1yud_G,158,0.2721518987341772,1.0,200,0.9244,1.45
2911,6cp6_C,508,0.3090551181102362,1.0,500,0.96926,1.45
4025,5xog_D,168,0.27976190476190477,1.0,200,0.92506,1.45
1448,6az1_Z,127,0.1889763779527559,1.0,100,0.9069,1.45
865,3a8r_A,166,0.23493975903614459,1.0,200,0.92234,1.45
3762,6gp3_A,318,0.3018867924528302,1.0,300,0.969,1.46
1163,6pmp_C,617,0.24635332252836303,1.0,600,0.97399,1.46
780,6jld_A,185,0.1837837837837838,1.0,200,0.93363,1.46
2000,5ekc_B,485,0.311340206185567,0.9979381443298969,500,0.97643,1.46
293,3msu_A,415,0.2987951807228916,0.9975903614457832,400,0.96654,1.46
3976,4it7_B,107,0.205607476635514,1.0,100,0.89421,1.46
3346,1qks_B,559,0.3363148479427549,1.0,600,0.97175,1.47
453,1iok_E,482,0.33402489626556015,1.0,500,0.96851,1.47
684,4jad_B,426,0.2887323943661972,1.0,400,0.97217,1.47
3694,5z79_A,588,0.24149659863945577,1.0,600,0.97292,1.47
1841,6z1r_B,495,0.3333333333333333,1.0,500,0.969,1.47
3414,6zqm_B,495,0.296969696969697,1.0,500,0.9687,1.47
2307,6fcg_F,393,0.2748091603053435,1.0,400,0.97646,1.47
3786,6cp6_A,507,0.3136094674556213,1.0,500,0.96997,1.48
3383,2wu8_A,549,0.29326047358834245,1.0,500,0.97137,1.48
3418,6pmp_A,609,0.2512315270935961,0.993431855500821,600,0.96646,1.48
3025,6fcg_B,393,0.29770992366412213,1.0,400,0.97763,1.48
815,3ogk_L,566,0.2703180212014134,1.0,600,0.97187,1.48
2403,5xex_A,511,0.30724070450097846,1.0,500,0.96866,1.48
1285,1yud_C,158,0.2721518987341772,1.0,200,0.92115,1.48
844,5y4f_A,415,0.43373493975903615,1.0,400,0.96149,1.49
2175,5ekc_G,484,0.3140495867768595,0.9979338842975206,500,0.97815,1.49
2614,6wte_B,530,0.3264150943396226,1.0,500,0.96976,1.49
2542,6axg_I,334,0.25449101796407186,1.0,300,0.95643,1.49
3571,4jmd_B,262,0.33587786259541985,0.9923664122137404,300,0.95587,1.49
305,3j26_L,508,0.23622047244094488,1.0,500,0.97178,1.49
2346,3j26_C,508,0.21456692913385828,0.9980314960629921,500,0.96985,1.5
1508,3ogk_J,566,0.2597173144876325,1.0,600,0.97043,1.5
4155,2ga1_B,101,0.27722772277227725,1.0,100,0.89035,1.5
1024,6x9o_B,244,0.3729508196721312,1.0,200,0.94333,1.5
3774,2z8g_B,549,0.28051001821493626,1.0,500,0.96988,1.5
870,4f4h_A,540,0.34074074074074073,1.0,500,0.96972,1.5
2891,6ks5_B,313,0.3003194888178914,1.0,300,0.95448,1.5
